meaning,preposion1,preposion2,preposion3,preposion4,preposion5,preposion6,preposion7,preposion8,preposion9,preposion10,preposion11,preposion12,preposion13,preposion14,preposion15,preposion16,preposion17,preposion18
Spatial,in,von,zu,auf,an,aus,nach,bei,vor,über,um,gegen,durch,unter
Temporal,in,von,mit,zu,auf,an,für,als,aus,nach,bei,vor,über,um,gegen,unter,bis,seit
Modal,in,von,mit,zu,auf,an,bei,über,wie,durch,unter
Konditional,in,mit,auf,für,als,nach,bei,vor,über,um,durch,unter
Bezugspunkt,in,von,mit,zu,an,aus,bei,vor,über,um,bis,seit
Indikator,in,mit,bei
Stellungnahme,in,mit,nach
Substitution,in,für,gegen,durch
Zustand,in,aus,unter
Regierter Gebrauch,in,auf,an,für,nach,bei,vor,über,um,gegen,durch,unter
Systematische Mehrfachannotation,in,nach,bei,über,durch
Teil-von/Mereologisch,von,an
Komparativ,von,für,als,wie,gegen
Zuordnung,von,zu,auf,an,aus,bei,über,unter
Agens,von,mit,durch
Vorgang,von,mit,zu
Abhängigkeit,mit,bei
Beteiligung,mit,unter
Korrespondenz,mit,gegen
Realisation,mit
Restriktiv (inklusiv/exklusiv),mit,für,bis,seit
Ziel,zu,auf,an,für,bei,gegen
Maßangabe,zu,über
Distributiv,auf,für
Markieren einer Grenze,auf,bei,bis,seit
Thema,auf,für,über,um
Adversativ/Pro & Contra,für,vor,gegen
Bestimmung,für
Zuständigkeit,für,als
Quantitätsdifferenz,als,um
Quelle,aus,nach
Entsprechung/Übereinstimmung,nach
Rangfolge,nach,vor,über
Machtverhältnis,über,unter
Über-/Unterschreitung,über,unter
